url,price,size,location,bedrooms,bathrooms,parking,scraped_at
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115881812,R 40 000 000,82 ha,Paarl North,N/A,N/A,N/A,2025-05-14T14:21:08.290379
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115418509,R 9 500 000,1 545 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:08.380978
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115726236,R 5 095 000,233 m²,Lemoenkloof,4,4.5,4,2025-05-14T14:21:08.509925
https://www.property24.com/for-sale/hoog-en-droog/paarl/western-cape/16385/115510079,R 1 190 000,82 m²,Hoog En Droog,2,1,1,2025-05-14T14:21:08.641688
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115000640,R 7 500 000,730 m²,Val de Vie Estate,N/A,N/A,N/A,2025-05-14T14:21:08.692194
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115679080,R 22 500 000,1 001 m²,Val de Vie Estate,5,5.5,11,2025-05-14T14:21:08.785856
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115752298,R 11 995 000,700 m²,Val de Vie Estate,4,3,9,2025-05-14T14:21:08.875776
https://www.property24.com/for-sale/klein-nederburg/paarl/western-cape/8604/115502714,R 11 000 000,13.5 ha,Klein Nederburg,N/A,N/A,N/A,2025-05-14T14:21:08.961037
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115686781,,,,N/A,N/A,N/A,2025-05-14T14:21:09.022691
https://www.property24.com/for-sale/kleine-parys-1/paarl/western-cape/25492/115647554,R 4 750 000,625 m²,Kleine Parys 1,3,2,4,2025-05-14T14:21:09.091877
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115751803,R 3 650 000,651 m²,Groenvlei,3,2,2,2025-05-14T14:21:09.190617
https://www.property24.com/for-sale/honeydew-country-estate/paarl/western-cape/33199/115848351,R 2 690 000,231 m²,Honeydew Country Estate,2,2,4,2025-05-14T14:21:09.274939
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115703654,R 6 500 000,96 m²,Val de Vie Estate,2,2,1,2025-05-14T14:21:09.425278
https://www.property24.com/for-sale/paarl-central-west/paarl/western-cape/8613/115735740,R 8 800 000,1 247 m²,Paarl Central West,9,7,N/A,2025-05-14T14:21:09.544751
https://www.property24.com/for-sale/bertville/paarl/western-cape/16389/115753125,R 7 299 000,816 m²,Bertville,4,4,3,2025-05-14T14:21:09.661273
https://www.property24.com/for-sale/windmeul/paarl/western-cape/8592/115635299,R 15 000 000,3.71 ha,Windmeul,N/A,N/A,N/A,2025-05-14T14:21:09.708252
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115854696,R 780 000,N/A,Klein Parys,1,1,1,2025-05-14T14:21:13.559913
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115854643,R 675 000,N/A,Klein Parys,1,1,1,2025-05-14T14:21:13.692941
https://www.property24.com/for-sale/paryskloof-estate/paarl/western-cape/12186/115354031,R 3 249 000,1 317 m²,Paryskloof Estate,N/A,N/A,N/A,2025-05-14T14:21:13.740884
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115735574,R 7 451 068,1 160 m²,Paarl South,4,5,5,2025-05-14T14:21:13.824461
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115820599,R 11 950 000,574 m²,Pearl Valley Golf & Country Estate,3,3,2,2025-05-14T14:21:13.907868
https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/115770356,R 1 185 500,86 m²,Esterville,2,1,1,2025-05-14T14:21:13.993251
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115414949,R 21 945 000,1 200 m²,Pearl Valley Golf & Country Estate,5,6,7,2025-05-14T14:21:14.091634
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115356923,R 11 600 000,443 m²,Val de Vie Estate,4,4,4,2025-05-14T14:21:14.172372
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115752655,R 6 750 000,252 m²,Lemoenkloof,4,3.5,4,2025-05-14T14:21:14.258212
https://www.property24.com/for-sale/mbekweni/paarl/western-cape/16390/115556944,R 2 650 000,1.411 ha,Mbekweni,N/A,N/A,N/A,2025-05-14T14:21:14.308932
https://www.property24.com/for-sale/windmeul/paarl/western-cape/8592/115725702,R 40 000 000,87 ha,Windmeul,N/A,N/A,N/A,2025-05-14T14:21:14.341012
https://www.property24.com/for-sale/lane/paarl/western-cape/33256/115871937,R 1 950 000,N/A,Lane,2,1,1,2025-05-14T14:21:14.473053
https://www.property24.com/for-sale/dalvale/paarl/western-cape/8625/115774943,R 990 000,200 m²,Dalvale,3,1,3,2025-05-14T14:21:14.658541
https://www.property24.com/for-sale/paarl-rural/paarl/western-cape/16578/115800772,R 7 900 000,14 ha,Paarl Rural,N/A,N/A,N/A,2025-05-14T14:21:14.747746
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115466366,R 645 000,33 m²,Klein Parys,1,1,1,2025-05-14T14:21:14.908902
https://www.property24.com/for-sale/windmeul/paarl/western-cape/8592/115840431,,,,N/A,N/A,N/A,2025-05-14T14:21:14.997437
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115445778,R 4 450 000,600 m²,Paarl South,3,2,4,2025-05-14T14:21:15.146601
https://www.property24.com/for-sale/paarl-rural/paarl/western-cape/16578/115816559,R 19 750 000,5.9 ha,Paarl Rural,N/A,N/A,N/A,2025-05-14T14:21:15.223846
https://www.property24.com/for-sale/dalvale/paarl/western-cape/8625/115791067,R 550 000,107 m²,Dalvale,2,1,1,2025-05-14T14:21:15.346130
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115752473,R 8 200 000,197 m²,Pearl Valley Golf & Country Estate,3,3,2,2025-05-14T14:21:15.424322
https://www.property24.com/for-sale/boschenmeer-golf-and-country-estate/paarl/western-cape/10770/115593147,R 12 970 000,667 m²,Boschenmeer Golf & Country Estate,4,5,6,2025-05-14T14:21:15.507614
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115575887,R 4 950 000,702 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:19.958066
https://www.property24.com/for-sale/dalvale/paarl/western-cape/8625/115604425,R 580 000,135 m²,Dalvale,4,1,1,2025-05-14T14:21:20.155913
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115625993,R 6 699 000,419 m²,Lemoenkloof,4,3,3,2025-05-14T14:21:20.274261
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115307865,R 6 500 000,890 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:20.306915
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115294685,R 9 000 000,131 m²,Val de Vie Estate,2,2.5,1,2025-05-14T14:21:20.389152
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115612302,R 9 250 000,459 m²,Val de Vie Estate,4,3,4,2025-05-14T14:21:20.473812
https://www.property24.com/for-sale/courtrai/paarl/western-cape/8594/115432635,R 15 999 000,795 m²,Courtrai,4,3.5,5,2025-05-14T14:21:20.555383
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115698151,R 9 500 000,567 m²,Val de Vie Estate,3,2.5,2,2025-05-14T14:21:20.671556
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115696843,R 6 990 000,517 m²,Paarl Central,3,2,2,2025-05-14T14:21:20.739800
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115449050,R 1 045 000,63 m²,Klein Parys,2,1,1,2025-05-14T14:21:20.839781
https://www.property24.com/for-sale/kleine-parys-2/paarl/western-cape/25493/115284880,R 2 699 000,874 m²,Kleine Parys 2,N/A,N/A,N/A,2025-05-14T14:21:20.888862
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/106401885,R 22 500 000,1 080 m²,Pearl Valley Golf & Country Estate,4,4.5,6,2025-05-14T14:21:20.974186
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115576634,R 3 295 000,710 m²,Paarl North,3,2,4,2025-05-14T14:21:21.073477
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115721074,R 5 500 000,784 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:21.127410
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115776667,,,,,,,2025-05-14T14:21:21.222238
https://www.property24.com/for-sale/bella-vista/paarl/western-cape/16384/115733864,R 2 300 000,N/A,Bella Vista,3,2,2,2025-05-14T14:21:21.306357
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115689439,R 3 695 000,379 m²,Paarl North,3,2,2,2025-05-14T14:21:21.412387
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115871800,R 1 500 000,N/A,Paarl Central,2,1,1,2025-05-14T14:21:21.488807
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115428643,R 135 000,19 m²,Paarl South,N/A,N/A,N/A,2025-05-14T14:21:21.560023
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115831985,R 21 500 000,1 223 m²,Pearl Valley Golf & Country Estate,4,4,2,2025-05-14T14:21:21.658092
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115852914,R 6 450 000,341 m²,Val de Vie Estate,3,2,1,2025-05-14T14:21:21.789967
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115681038,R 4 395 000,1 416 m²,Groenvlei,4,2,6,2025-05-14T14:21:25.554802
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115678323,R 670 000,35 m²,Paarl Central,1,1,1,2025-05-14T14:21:25.656484
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115331583,R 1 489 000,56 m²,Paarl North,2,1,1,2025-05-14T14:21:25.738688
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115647945,R 3 550 000,513 m²,Groenvlei,3,2,4,2025-05-14T14:21:25.854928
https://www.property24.com/for-sale/buitenverwagting/paarl/western-cape/16388/115694881,R 5 995 000,716 m²,Buitenverwagting,4,4,2,2025-05-14T14:21:25.973084
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115592742,R 5 999 000,356 m²,Lemoenkloof,4,2,4,2025-05-14T14:21:26.089196
https://www.property24.com/for-sale/vrykyk/paarl/western-cape/8621/115234113,R 4 650 000,1 070 m²,Vrykyk,3,2,1,2025-05-14T14:21:26.190091
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115223296,R 6 800 000,104 m²,Val de Vie Estate,2,2,2,2025-05-14T14:21:26.314177
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115684839,R 34 500 000,1 074 m²,Val de Vie Estate,4,4,6,2025-05-14T14:21:26.414434
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115707978,R 6 800 000,1 016 m²,Paarl Central,4,3,4,2025-05-14T14:21:26.496245
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115718257,R 6 295 000,92 m²,Val de Vie Estate,2,2,N/A,2025-05-14T14:21:26.572624
https://www.property24.com/for-sale/boschenmeer-golf-and-country-estate/paarl/western-cape/10770/115670476,R 11 750 000,800 m²,Boschenmeer Golf & Country Estate,4,3.5,6,2025-05-14T14:21:26.672171
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115724126,R 765 000,41 m²,Paarl South,1,1,1,2025-05-14T14:21:26.772913
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115224051,R 29 900 000,862 m²,Val de Vie Estate,4,4.5,4,2025-05-14T14:21:26.939153
https://www.property24.com/for-sale/boschenmeer-golf-and-country-estate/paarl/western-cape/10770/115828403,,,,,,,2025-05-14T14:21:27.079730
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115564956,R 32 000 000,1 200 m²,Val de Vie Estate,5,5.5,9,2025-05-14T14:21:27.215279
https://www.property24.com/for-sale/mountain-crest-private-estate/paarl/western-cape/25479/115665493,R 3 300 000,221 m²,Mountain Crest Private Estate,3,3.5,4,2025-05-14T14:21:27.315280
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115731158,R 6 295 000,104 m²,Val de Vie Estate,2,2,1,2025-05-14T14:21:27.404571
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115359902,R 21 480 000,775 m²,Val de Vie Estate,4,4,4,2025-05-14T14:21:27.488423
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115604185,R 6 699 000,404 m²,Lemoenkloof,4,3,3,2025-05-14T14:21:27.589629
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115661438,R 8 200 000,413.37 m²,Val de Vie Estate,4,2,2,2025-05-14T14:21:27.706170
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115719715,R 8 800 000,N/A,Paarl Central,10,7.5,6,2025-05-14T14:21:31.589155
https://www.property24.com/for-sale/windmeul/paarl/western-cape/8592/115614653,R 15 000 000,37 108 m²,Windmeul,N/A,N/A,N/A,2025-05-14T14:21:31.638844
https://www.property24.com/for-sale/mountain-crest-private-estate/paarl/western-cape/25479/113415406,R 4 300 000,320 m²,Mountain Crest Private Estate,3,3.5,4,2025-05-14T14:21:31.771838
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/111489403,R 25 000 000,4 334 m²,Val de Vie Estate,N/A,N/A,N/A,2025-05-14T14:21:31.822254
https://www.property24.com/for-sale/charleston-hill/paarl/western-cape/8593/115687860,R 2 695 000,620 m²,Charleston Hill,3,3,6,2025-05-14T14:21:31.924040
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115723272,R 4 230 000,701 m²,Lemoenkloof,4,2,N/A,2025-05-14T14:21:32.005620
https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/115756971,R 1 100 000,72 m²,Esterville,2,1,1,2025-05-14T14:21:32.072066
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115671668,R 3 350 000,427 m²,Paarl North,3,3,4,2025-05-14T14:21:32.153962
https://www.property24.com/for-sale/bertville/paarl/western-cape/16389/115675560,R 5 995 000,660 m²,Bertville,4,3,4,2025-05-14T14:21:32.254403
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115595514,R 26 900 000,37 ha,Paarl North,N/A,N/A,N/A,2025-05-14T14:21:32.305790
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115654196,R 4 750 000,629 m²,Groenvlei,4,3,3,2025-05-14T14:21:32.372032
https://www.property24.com/for-sale/rabiesdale/paarl/western-cape/16387/115720251,R 1 350 000,470 m²,Rabiesdale,2,1,2,2025-05-14T14:21:32.470817
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115943405,,,,,,,2025-05-14T14:21:32.572848
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115716855,POA,1 717 m²,Paarl South,N/A,N/A,N/A,2025-05-14T14:21:32.639357
https://www.property24.com/for-sale/de-zoete-inval/paarl/western-cape/8596/115814855,R 1 749 000,N/A,De Zoete Inval,3,2,2,2025-05-14T14:21:32.763995
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115641271,R 6 250 000,399 m²,Lemoenkloof,4,2,4,2025-05-14T14:21:32.904626
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115581452,R 6 699 000,463 m²,Lemoenkloof,4,3,4,2025-05-14T14:21:32.989054
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115703283,R 2 950 000,180 m²,Klein Parys,3,2.5,3,2025-05-14T14:21:33.125516
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115428745,R 1 095 000,97 m²,Paarl Central,2,2,1,2025-05-14T14:21:33.222504
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115696371,R 5 524 240,690 m²,Paarl South,4,3,2,2025-05-14T14:21:33.303276
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/114939082,R 13 350 000,633 m²,Val de Vie Estate,3,3,2,2025-05-14T14:21:33.398545
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115635030,R 2 695 000,239 m²,Klein Parys,2,2,2,2025-05-14T14:21:39.286743
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115107708,R 6 100 000,1 213 m²,Paarl South,5,4,4,2025-05-14T14:21:39.390798
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115524698,R 8 500 000,198 m²,Pearl Valley Golf & Country Estate,4,4,2,2025-05-14T14:21:39.469810
https://www.property24.com/for-sale/vrykyk/paarl/western-cape/8621/115619771,R 3 795 000,728 m²,Vrykyk,4,2.5,4,2025-05-14T14:21:39.572101
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115575610,R 2 595 000,334 m²,Groenvlei,2,1,2,2025-05-14T14:21:39.669661
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115636604,R 5 800 000,750 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:39.704548
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115675690,R 9 000 000,1 225 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:39.752851
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/115613681,R 3 295 000,136 m²,Lemoenkloof,2,2.5,2,2025-05-14T14:21:39.856177
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115684056,R 3 695 000,763 m²,Paarl North,4,3,2,2025-05-14T14:21:39.952990
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/114886581,R 14 850 000,749 m²,Pearl Valley Golf & Country Estate,4,4,4,2025-05-14T14:21:40.105978
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115640317,R 14 950 000,725 m²,Pearl Valley Golf & Country Estate,4,4,4,2025-05-14T14:21:40.221254
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115762463,,,,,,,2025-05-14T14:21:40.302997
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115698940,R 4 350 000,1 148 m²,Groenvlei,3,2,8,2025-05-14T14:21:40.422478
https://www.property24.com/for-sale/lemoenkloof/paarl/western-cape/8607/114994405,R 8 000 000,1 063 m²,Lemoenkloof,6,4,2,2025-05-14T14:21:40.538249
https://www.property24.com/for-sale/new-orleans/paarl/western-cape/8609/115326017,R 695 000,48 m²,New Orleans,2,1,1,2025-05-14T14:21:40.619577
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115320900,R 5 427 000,888 m²,Paarl South,3,2,5,2025-05-14T14:21:40.721077
https://www.property24.com/for-sale/dal-josafat/paarl/western-cape/8595/115355440,R 890 000,401 m²,Dal Josafat,1,1,2,2025-05-14T14:21:40.820274
https://www.property24.com/for-sale/mountain-crest-private-estate/paarl/western-cape/25479/115629641,R 4 300 000,320 m²,Mountain Crest Private Estate,3,4,3,2025-05-14T14:21:40.919600
https://www.property24.com/for-sale/paarl-rural/paarl/western-cape/16578/114755802?plId=2016946&plt=4,R 8 400 000,3.6 ha,Paarl Rural,N/A,N/A,N/A,2025-05-14T14:21:40.968744
https://www.property24.com/for-sale/groenvlei/paarl/western-cape/8601/115607770,R 4 300 000,985 m²,Groenvlei,3,2,4,2025-05-14T14:21:41.104944
https://www.property24.com/for-sale/dalvale/paarl/western-cape/8625/115308909,R 800 000,136 m²,Dalvale,2,1,N/A,2025-05-14T14:21:41.185702
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/114917491,R 3 900 000,910 m²,Paarl Central,3,2,7,2025-05-14T14:21:45.722440
https://www.property24.com/for-sale/bertville/paarl/western-cape/16389/115781372,,,,,,,2025-05-14T14:21:45.854025
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115110710,R 6 300 000,4 171 m²,Paarl South,N/A,N/A,N/A,2025-05-14T14:21:45.887149
https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/115720293,R 1 500 000,92 m²,Esterville,2,1,2,2025-05-14T14:21:45.985588
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/115126101,R 12 800 000,3 127 m²,Pearl Valley Golf & Country Estate,N/A,N/A,N/A,2025-05-14T14:21:46.024670
https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/115587050,R 830 000,57 m²,Esterville,2,1,1,2025-05-14T14:21:46.102572
https://www.property24.com/for-sale/esterville/paarl/western-cape/16386/115314539,R 1 050 000,79 m²,Esterville,2,1,2,2025-05-14T14:21:46.202160
https://www.property24.com/for-sale/bertville/paarl/western-cape/16389/115697512,R 5 995 000,1 168 m²,Bertville,3,2,4,2025-05-14T14:21:46.302167
https://www.property24.com/for-sale/klein-drakenstein/paarl/western-cape/8591/115617625,R 795 000,59 m²,Klein Drakenstein,2,1,1,2025-05-14T14:21:46.386935
https://www.property24.com/for-sale/hoog-en-droog/paarl/western-cape/16385/115583519,R 1 850 000,76 m²,Hoog En Droog,2,1,1,2025-05-14T14:21:46.485701
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115599068,R 3 050 000,180 m²,Klein Parys,3,2.5,3,2025-05-14T14:21:46.553180
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115277292,R 945 000,61 m²,Paarl Central,2,2,1,2025-05-14T14:21:46.636438
https://www.property24.com/for-sale/paryskloof-estate/paarl/western-cape/12186/115582438,R 5 495 000,720 m²,Paryskloof Estate,4,2,4,2025-05-14T14:21:46.721186
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115812652,R 735 000,41 m²,Klein Parys,1,1,1,2025-05-14T14:21:46.802357
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115205216,R 27 950 000,1 190 m²,Val de Vie Estate,5,5.5,6,2025-05-14T14:21:46.885886
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115583623,R 3 650 000,437 m²,Paarl South,3,2,3,2025-05-14T14:21:47.015771
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115747451,R 796 000,31 m²,Paarl North,0.5,1,1,2025-05-14T14:21:47.159632
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115584622,R 1 070 000,53 m²,Klein Parys,2,1,1,2025-05-14T14:21:47.235742
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115255608,R 1 250 000,83 m²,Klein Parys,3,2,2,2025-05-14T14:21:47.370361
https://www.property24.com/for-sale/charleston-hill/paarl/western-cape/8593/115494786,R 785 000,48 m²,Charleston Hill,2,1,1,2025-05-14T14:21:47.487588
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115582070,R 640 000,32 m²,Klein Parys,1,1,1,2025-05-14T14:21:47.636898
https://www.property24.com/for-sale/paryskloof-estate/paarl/western-cape/12186/115496290,R 6 295 000,667 m²,Paryskloof Estate,4,2,4,2025-05-14T14:21:53.003513
https://www.property24.com/for-sale/klein-drakenstein/paarl/western-cape/8591/115238810,R 695 000,48 m²,Klein Drakenstein,1,1,1,2025-05-14T14:21:53.154348
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115723788,R 4 500 000,2 208 m²,Klein Parys,4,3,8,2025-05-14T14:21:53.286204
https://www.property24.com/for-sale/pearl-valley-golf-and-country-estate/paarl/western-cape/11772/114736713,R 15 995 000,1 130 m²,Pearl Valley Golf & Country Estate,4,4,3,2025-05-14T14:21:53.386134
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115225079,R 983 725,250 m²,Groenheuwel,2,1,3,2025-05-14T14:21:53.470879
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115224500,R 1 082 025,82 m²,Groenheuwel,3,1,3,2025-05-14T14:21:53.554414
https://www.property24.com/for-sale/new-orleans/paarl/western-cape/8609/115581659,R 700 000,N/A,New Orleans,2,1,1,2025-05-14T14:21:53.634805
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115866337,R 5 200 000,756 m²,Paarl South,N/A,N/A,N/A,2025-05-14T14:21:53.687275
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773784,R 1 298 300,85 m²,Groenheuwel,3,2,2,2025-05-14T14:21:53.819821
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773768,R 1 235 000,75 m²,Groenheuwel,3,2,2,2025-05-14T14:21:53.920878
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773688,R 1 174 500,68 m²,Groenheuwel,3,2,2,2025-05-14T14:21:54.040270
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115223014,R 765 000,41 m²,Klein Parys,1,1,1,2025-05-14T14:21:54.154182
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115308183,R 1 100 000,63 m²,Paarl North,2,1,2,2025-05-14T14:21:54.267789
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773665,R 801 715,43 m²,Groenheuwel,2,1,2,2025-05-14T14:21:54.352717
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773616,R 1 090 000,60 m²,Groenheuwel,3,1,2,2025-05-14T14:21:54.434540
https://www.property24.com/for-sale/klein-parys/paarl/western-cape/8605/115660711,R 3 600 000,239 m²,Klein Parys,3,2,2,2025-05-14T14:21:54.552110
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115218134,R 879 000,317 m²,Groenheuwel,2,1,6,2025-05-14T14:21:54.640787
https://www.property24.com/for-sale/paarl-rural/paarl/western-cape/16578/115642984,R 15 000 000,3.7 ha,Paarl Rural,N/A,N/A,N/A,2025-05-14T14:21:54.686120
https://www.property24.com/for-sale/paarl-east/paarl/western-cape/16876/115712196,R 850 000,158 m²,Paarl East,3,2,N/A,2025-05-14T14:21:54.772227
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115773724,R 972 500,50 m²,Groenheuwel,2,1,2,2025-05-14T14:21:54.886157
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115686134,,,,N/A,N/A,N/A,2025-05-14T14:21:54.917951
https://www.property24.com/for-sale/paarl-south/paarl/western-cape/8623/115650156,R 6 050 000,1 565 m²,Paarl South,3,3,2,2025-05-14T14:22:00.585331
https://www.property24.com/for-sale/paarl-central/paarl/western-cape/8631/115619541,R 1 280 000,94 m²,Paarl Central,3,1,1,2025-05-14T14:22:00.709470
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115158792,R 90 000 000,31 652 m²,Val de Vie Estate,7,9,16,2025-05-14T14:22:00.825859
https://www.property24.com/for-sale/val-de-vie-estate/paarl/western-cape/11726/115561163,R 24 500 000,1 050 m²,Val de Vie Estate,4,4.5,9,2025-05-14T14:22:00.935849
https://www.property24.com/for-sale/paarl-north/paarl/western-cape/8612/115684134,,N/A,,,,,2025-05-14T14:22:01.018011
https://www.property24.com/for-sale/groenheuwel/paarl/western-cape/8600/115622657,R 991 636,200 m²,Groenheuwel,3,1,2,2025-05-14T14:22:01.131231
